sido,city,gu,dong,apt,supply_year,supply_month,households,pyeong_info,brand
서울특별시,서울특별시,영등포구,영등포동,리버센트 푸르지오 위브,2029,2029-01,175,일반/국평형,영등포1의13구역도시환경정비사업조합
경기도,남양주시,남양주시 전체,오남읍,오남역 서희스타힐스 여의재 3단지 (조합원 취소분),2029,2029-01,133,일반/국평형,양지7지구 3단지 지역주택조합
울산광역시,울산광역시,남구,신정동,문수로 코아루 에듀스카이,2029,2029-01,123,일반/국평형,(주)한국토지신탁
경기도,남양주시,남양주시 전체,오남읍,오남역 서희스타힐스 여의재 3단지,2029,2029-01,117,일반/국평형,양지7지구 3단지 지역주택조합
경기도,이천시,이천시 전체,안흥동,이천 서희스타힐스 SKY (조합원 취소분),2029,2029-01,48,일반/국평형,안흥동 지역주택조합
경기도,이천시,이천시 전체,안흥동,이천 서희스타힐스 SKY(조합원 취소분),2029,2029-01,8,일반/국평형,안흥동 지역주택조합
파주메디컬클러스터,도시개발구역,도시개발구역 전체,A2BL,운정 아이파크 시티,2028,2028-12,3250,일반/국평형,주식회사 하나자산신탁
경상남도,창원시,진해구,여좌동,창원 메가시티 자이앤위브,2028,2028-12,2041,일반/국평형,대야구역재개발정비사업조합
경기도,평택시,평택시 전체,장안동,브레인시티 비스타동원,2028,2028-12,1600,일반/국평형,(주)월드컵
충청북도,청주시,서원구,사직동,청주 센텀 푸르지오 자이,2028,2028-12,1538,일반/국평형,사직1구역주택재개발정비사업조합
경기도,용인시,처인구,양지면,클러스터용인 경남아너스빌,2028,2028-12,997,일반/국평형,"(주)삼라,에스엠스틸(주)"
경기도,용인시,처인구,역북동,용인 푸르지오 클루센트,2028,2028-12,784,일반/국평형,용인신대피에프브이 주식회사
경기도,평택시,평택시 전체,고덕,평택 고덕 우미 린 프레스티지(Abc-36BL),2028,2028-12,743,일반/국평형,"우미건설(주),지에스건설(주),이에스아이(주)"
경기도,용인시,처인구,양지면,용인 푸르지오 원클러스터파크,2028,2028-12,710,일반/국평형,우리자산신탁 주식회사
인천광역시,인천광역시,중구,운서동,인천영종지구 A24블록 공공분양주택(본청약),2028,2028-12,641,일반/국평형,한국토지주택공사 인천지역본부
인천광역시,인천광역시,서구,경서동,검암역자이르네,2028,2028-12,601,일반/국평형,신영부동산신탁(주)
전북특별자치도,익산시,익산시 전체,팔봉동,익산 펠리피아,2028,2028-12,572,일반/국평형,주식회사 창조디앤씨
경상북도,경산시,대임지구,B3블록,경산 대임지구 B3 BL 라온프라이빗(사전청약),2028,2028-12,505,일반/국평형,이룰디앤씨주식회사
경기도,남양주시,남양주시 전체,진접읍,남양주왕숙지구 B-17블록 공공분양주택(본청약),2028,2028-12,491,일반/국평형,한국토지주택공사 경기북부지역본부
전라남도,무안군,무안군 전체,일로읍,오룡2지구 지엔하임 38블록,2028,2028-12,422,일반/국평형,주식회사 남악오룡2피에프브이
경상북도,안동시,안동시 전체,용상동,트리븐 안동,2028,2028-12,418,일반/국평형,대신자산신탁 주식회사
경기도,남양주시,남양주시 전체,진접읍,남양주왕숙 A-24블록 신혼희망타운(공공분양)(본청약),2028,2028-12,390,일반/국평형,한국토지주택공사 경기북부지역본부
전라남도,무안군,무안군 전체,일로읍,오룡2지구 지엔하임 37블록,2028,2028-12,371,일반/국평형,주식회사 남악오룡1피에프브이
서울특별시,서울특별시,동작구,노량진동,라클라체자이드파인,2028,2028-12,369,일반/국평형,노량진6재정비촉진구역 주택재개발정비사업조합
대전광역시,대전광역시,유성구,도룡동,도룡자이 라피크,2028,2028-12,299,일반/국평형,(주)한국토지신탁
서울특별시,서울특별시,동작구,노량진동,동작구수방사 공공분양주택(본청약),2028,2028-12,263,일반/국평형,한국토지주택공사 서울지역본부
경기도,김포시,김포시 전체,사우동,풍무역 푸르지오 더 마크,2028,2028-11,1524,일반/국평형,"(주)대우건설,디에스케이피에프브이주식회사"
인천광역시,인천광역시,미추홀구,학익동,시티오씨엘 7단지,2028,2028-11,1453,일반/국평형,코리아신탁주식회사
부산광역시,부산광역시,동구,범일동,블랑 써밋 74,2028,2028-11,998,일반/국평형,(주)대우건설
울산광역시,울산광역시,남구,무거동,한화포레나 울산무거,2028,2028-11,816,일반/국평형,대신자산신탁 주식회사
울산광역시,울산광역시,중구,학산동,번영로 롯데캐슬 센트럴스카이,2028,2028-11,634,일반/국평형,(주)무궁화신탁
인천광역시,인천광역시,미추홀구,도화동,두산위브 더센트럴 도화,2028,2028-11,412,일반/국평형,도화4구역주택재개발정비사업조합
경기도,시흥시,시흥시 전체,거모동,시흥거모B1 호반써밋,2028,2028-11,310,일반/국평형,"(주)호반건설,진아건설(주)"
전북특별자치도,정읍시,정읍시 전체,상동,정읍 상동 예다음2차,2028,2028-11,221,일반/국평형,주식회사 와이엠개발
경기도,수원시,권선구,평동,수원역 아너스빌 타임원,2028,2028-11,114,일반/국평형,"에스엠하이플러스(주),(주)아주엠앤씨"
부산광역시,부산광역시,해운대구,중동,해운대 마티안 디 에디션,2028,2028-11,99,일반/국평형,(주)에이치더블유
경기도,가평군,가평군 전체,설악면,썬밸리 오드카운티 가평설악,2028,2028-10,1039,일반/국평형,동광종합토건(주)
김포,풍무역세권,풍무역세권 전체,B5블록(경기도,김포 풍무역세권 B5블록 호반써밋,2028,2028-10,956,일반/국평형,(주)호반건설
경기도,평택시,평택시 전체,고덕동,고덕신도시 아테라 A-63블록 공공분양주택,2028,2028-10,630,일반/국평형,한국토지주택공사 경기남부지역본부
충청북도,청주시,흥덕구,송절동,청주테크노폴리스 하트리움 더 메트로(S4블록),2028,2028-10,599,일반/국평형,디케이테크노피에프브이(주)
강원특별자치도,춘천시,춘천시 전체,동면,춘천 동문 디 이스트 어반포레,2028,2028-10,569,일반/국평형,우리자산신탁 주식회사
경상북도,안동시,안동시 전체,옥동,더샵 안동더퍼스트,2028,2028-10,493,일반/국평형,코리아신탁(주)
광주연구개발특구,첨단3지구,첨단3지구 전체,A8블록(전라남도,호반써밋 첨단3지구(A8BL),2028,2028-10,449,일반/국평형,첨단678피에프브이 주식회사
경기도,이천시,이천시 전체,증포동,이천 증포5지구 칸타빌 에듀파크,2028,2028-10,355,일반/국평형,"디더블유대원주식회사,디더블유대원에이치주식회사"
경기도,용인시,처인구,고림동,용인 고림 동문 디 이스트,2028,2028-10,350,일반/국평형,신영부동산신탁 주식회사
경상북도,김천시,김천시 전체,율곡동,김천혁신도시 동일하이빌 파크레인,2028,2028-10,349,일반/국평형,(주)한국토지신탁
경기도,부천시,소사구,괴안동,쌍용 더 플래티넘 온수역,2028,2028-10,230,일반/국평형,괴안3디구역재개발정비사업조합
부산광역시,부산광역시,동래구,명륜동,동래사적공원 오네뜨,2028,2028-10,110,일반/국평형,코리아신탁(주)
경상남도,함안군,함안군 전체,가야읍,함안가야 휴니온아르떼,2028,2028-10,92,일반/국평형,비에이치아이건설(주)
대구광역시,대구광역시,수성구,수성동,범어역 파크드림 디아르,2028,2028-10,47,일반/국평형,광명아파트주택재건축정비사업조합
부산광역시,부산광역시,강서구,강동동,에코델타시티 푸르지오 트레파크(11BL),2028,2028-09,1370,일반/국평형,"부산도시공사,(주)대우건설,(주)에이치제이중공업,(주)삼미건설,(주)한창이엔씨,지원건설(주)"
경기도,구리시,구리시 전체,갈매동,구리갈매역세권 A-1블록 신혼희망타운(공공분양)(본청약),2028,2028-09,1182,일반/국평형,한국토지주택공사 경기북부지역본부
충청남도,아산시,모종샛들지구,A1BL,아산모종 서한이다음 노블리스(A1BL),2028,2028-09,969,일반/국평형,(주)서한
인천광역시,인천광역시,부평구,부개동,두산위브앤수자인 부평 더퍼스트,2028,2028-09,514,일반/국평형,부개4구역주택재개발정비사업조합
울산광역시,울산광역시,울주군,범서읍,울산 다운2지구 유승한내들 에듀포레,2028,2028-09,507,일반/국평형,(주)유승종합건설
경상북도,영주시,영주시 전체,휴천동,효성해링턴 플레이스 영주 더리버,2028,2028-09,445,일반/국평형,주식회사 하나자산신탁
경상남도,밀양시,부북지구,A-1BL,밀양 수자인 더퍼스트 1단지 공공분양주택,2028,2028-09,426,일반/국평형,주식회사비에스한양
경기도,남양주시,남양주시 전체,진접읍,남양주진접2지구 A-7블록 공공분양주택 입주자모집(본청약),2028,2028-09,405,일반/국평형,한국토지주택공사 경기북부지역본부
광주연구개발특구,첨단3지구,첨단3지구 전체,A7블록(광주광역시,호반써밋 첨단3지구(A7BL),2028,2028-09,356,일반/국평형,첨단678피에프브이 주식회사
경기도,과천시,과천시 전체,주암동,디에이치 아델스타,2028,2028-09,348,일반/국평형,주암장군마을 주택재개발정비사업조합
경기도,구리시,구리시 전체,갈매동,구리갈매역세권 A-4블록 6년 분양전환공공임대주택(본청약),2028,2028-09,309,일반/국평형,한국토지주택공사 경기북부지역본부
경기도,수원시,권선구,당수동,서수원 에피트 센트럴마크(M2BL),2028,2028-09,280,일반/국평형,코리아신탁(주)
경기도,수원시,장안구,영화동,두산위브 더센트럴 수원,2028,2028-09,275,일반/국평형,111다시3구역 주택재개발정비사업조합
경기도,구리시,구리시 전체,갈매동,구리갈매역세권 A-4블록 공공분양주택(본청약),2028,2028-09,251,일반/국평형,한국토지주택공사 경기북부지역본부
강원특별자치도,춘천시,춘천시 전체,삼천동,춘천 레이크시티 2차 아이파크,2028,2028-09,218,일반/국평형,주식회사 하나자산신탁
울산광역시,울산광역시,남구,야음동,울산 호수공원 에일린의 뜰 2단지,2028,2028-09,210,일반/국평형,아이에스동서(주)
경기도,수원시,권선구,당수동,서수원 에피트 센트럴마크(M1BL),2028,2028-09,190,일반/국평형,코리아신탁(주)
경상남도,밀양시,부북지구,S-2BL,밀양 수자인 더퍼스트 2단지 공공분양주택,2028,2028-09,114,일반/국평형,주식회사비에스한양
대구광역시,대구광역시,수성구,범어동,범어자이르네,2028,2028-09,103,일반/국평형,한국자산신탁(주)
서울특별시,서울특별시,강북구,미아동,더 리치먼드 미아,2028,2028-09,99,일반/국평형,우리자산신탁 주식회사
서울특별시,서울특별시,동대문구,제기동,제기동역 아이파크,2028,2028-09,82,일반/국평형,(주)하나자산신탁
인천광역시,인천광역시,서구,검단신도시,검단 센트레빌 에듀시티(AB8BL),2028,2028-08,1534,일반/국평형,동부건설(주)
경기도,김포시,김포시 전체,고촌읍,오퍼스 한강 스위첸,2028,2028-08,1029,일반/국평형,(주)한강시네폴리스개발
인천광역시,인천광역시,서구,검단신도시,검단호수공원역 중흥S-클래스,2028,2028-08,1010,일반/국평형,주식회사 새솔건설
충청남도,천안시,서북구,부대동,천안 아이파크 시티 2단지,2028,2028-08,977,일반/국평형,주식회사 하나자산신탁
강원특별자치도,원주시,원주시 전체,남원주역세권,원주역 우미 린 더 스카이,2028,2028-08,900,일반/국평형,우미건설(주)
울산광역시,울산광역시,중구,반구동,태화강 센트럴 아이파크,2028,2028-08,704,일반/국평형,한국자산신탁(주)
경기도,김포시,김포시 전체,풍무동,해링턴플레이스 풍무(1BL),2028,2028-08,670,일반/국평형,우리자산신탁 주식회사
경기도,김포시,김포시 전체,풍무동,해링턴플레이스 풍무(2BL),2028,2028-08,664,일반/국평형,우리자산신탁 주식회사
행정중심복합도시,5-1생활권,5-1생활권 전체,L1블록(세종특별자치시,행정중심복합도시 5-1L1블록 공공분양주택,2028,2028-08,643,일반/국평형,한국토지주택공사 세종특별본부
경기도,남양주시,남양주시 전체,진접읍,남양주왕숙 A1블록 공공분양주택(본청약),2028,2028-08,629,일반/국평형,한국토지주택공사 경기북부지역본부
